MASTER2/JJB305DK,80
WRKCAT2/ALLDATA,64
WRKCAT2/ALLSGYD,80
WRKCAT2/DATECHGF,40
WRKCAT2/HIZUKEFL,40
WRKCAT2/JJB100I2,80
WRKCAT2/JJB100IN,64
WRKCAT2/MAZDADT,80
WRKCAT2/REIGAIFL,80
WRKCAT4/REIGAIFL,80
