UnknownPartition,AUTO400V3
UnknownPartition,DCSFNT
UnknownPartition,QEVX
UnknownPartition,QFNT61
UnknownPartition,QFNTCPL
UnknownPartition,QQRYLIB
UnknownPartition,QRJE
UnknownPartition,QTEMP
