KOUBAI01,BAALIB,JBAA05M0,114,SNDMSG     MSG('(JBAA05M0)利益計画【実績】　前回リストアNORMAL END') TOMSGQ(OPOP)
KOUBAI01,BAALIB,JBAA10M0,869,SNDMSG     MSG('(JBAA10M0)利益計画【実績】NORMAL END') TOMSGQ(OPOP)
KOUBAI01,BAALIB,JBAA15M0,106,SNDMSG     MSG('(JBAA15M0)利益計画【予測】　前回リストアNORMAL END') TOMSGQ(OPOP)
KOUBAI01,BAALIB,JBAA20M0,692,SNDMSG     MSG('(JBAA20M0)利益計画【予測】NORMAL END') TOMSGQ(OPOP)
