caller_pgmDepth,caller_pgmPartition,caller_pgmLibrary,caller_pgmName,caller_lineno,pgmDepth,pgmPartition,pgmLibrary,pgmName,pgmStepCount,pgmType,fileNo,filePartition,fileLibrary,fileName,cmdName/fileDevice,cmdPara/fileFormat,recordLength/fileStepCount,fileType,C,R,U,D,testTargetType,real_filePartition,real_ fileLibrary,real_ fileName
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1852,KOUBAI01,BAALIB,WBAA015DK,FMTDTA,OUTFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,WBAA015DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1853,KOUBAI01,BAALIB,BAA040SO,FMTDTA,SRCFILE/MBR,-,-,-,-,-,-,N,KOUBAI01,BAALIB,BAA040SO
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1911,KOUBAI01,BAALIB,BAA040DK,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1921,KOUBAI01,BAALIB,BAA040DK,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1961,KOUBAI01,BAALIB,BAA040DK,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA040DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1981,KOUBAI01,BAALIB,ERRORN2,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,ERRORN2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,1991,KOUBAI01,BAALIB,ERRORN2,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,ERRORN2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2021,KOUBAI01,BAALIB,ERRORN2,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,ERRORN2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2041,KOUBAI01,BAALIB,QPRINT,OVRPRTF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,QPRINT
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2042,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M001,OVRPRTF,OUTQ.SPLFNAME,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M001
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2081,KOUBAI01,BAALIB,BAA040I,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040I
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2082,KOUBAI01,BAALIB,WBAA015DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,WBAA015DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2091,KOUBAI01,PIALIB,PIAGM1,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM1
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2092,KOUBAI01,PIALIB,PIAGM1,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM1
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2101,KOUBAI01,PIALIB,PIAGM2,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2102,KOUBAI01,PIALIB,PIAGM2,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2111,KOUBAI01,PIALIB,PIAGM3,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM3
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2112,KOUBAI01,PIALIB,PIAGM3,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,PIALIB,PIAGM3
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2121,KOUBAI01,BAALIB,BAA040O,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040O
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2122,KOUBAI01,BAALIB,BAA040DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2131,KOUBAI01,BAALIB,ERRORFL,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,ERRORFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2132,KOUBAI01,BAALIB,ERRORN2,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,ERRORN2
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2161,KOUBAI01,BAALIB,WBAA015DK,DLTF,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,WBAA015DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2211,KOUBAI01,BAALIB,BAA050IN,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050IN
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2221,KOUBAI01,BAALIB,BAA050IN,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050IN
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2261,KOUBAI01,BAALIB,BAA050IN,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA050IN
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2281,KOUBAI01,BAALIB,BAA040DK,FMTDTA,INFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA040DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2282,KOUBAI01,BAALIB,BAA050IN,FMTDTA,OUTFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050IN
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2283,KOUBAI01,BAALIB,BAA050IN1,FMTDTA,SRCFILE/MBR,-,-,-,-,-,-,N,KOUBAI01,BAALIB,BAA050IN1
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2381,KOUBAI01,BAALIB,BAA050DK,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2391,KOUBAI01,BAALIB,BAA050DK,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2431,KOUBAI01,BAALIB,BAA050DK,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA050DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2451,KOUBAI01,BAALIB,BAA050I,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050I
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2452,KOUBAI01,BAALIB,BAA050IN,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050IN
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2461,KOUBAI01,BAALIB,BAA050O,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050O
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2462,KOUBAI01,BAALIB,BAA050DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2551,KOUBAI01,BAALIB,DAISUDMY,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2561,KOUBAI01,BAALIB,DAISUDMY,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2601,KOUBAI01,BAALIB,DAISUDMY,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2621,KOUBAI01,BAALIB,BAA055I,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA055I
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2622,KOUBAI01,BAALIB,DAISUYSK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUYSK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2631,KOUBAI01,BAALIB,BAA055O,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA055O
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2632,KOUBAI01,BAALIB,DAISUDMY,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2691,KOUBAI01,BAALIB,DAISUFL,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2701,KOUBAI01,BAALIB,DAISUFL,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2731,KOUBAI01,BAALIB,DAISUFL,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2751,KOUBAI01,BAALIB,DAISUDMY,FMTDTA,INFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2752,KOUBAI01,BAALIB,DAISUFL,FMTDTA,OUTFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2753,KOUBAI01,BAALIB,DAISUFL,FMTDTA,SRCFILE/MBR,-,-,-,-,-,-,N,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,2801,KOUBAI01,BAALIB,DAISUDMY,DLTF,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,DAISUDMY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3171,KOUBAI01,BAALIB,BAA060DK,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3181,KOUBAI01,BAALIB,BAA060DK,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3221,KOUBAI01,BAALIB,BAA060DK,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA060DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3241,KOUBAI01,BAALIB,PRINT,OVRPRTF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,PRINT
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3242,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M002,OVRPRTF,OUTQ.SPLFNAME,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M002
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3281,KOUBAI01,BAALIB,BAA060P,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060P
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3282,KOUBAI01,BAALIB,BAA050DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3291,KOUBAI01,BAALIB,BAA060S,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060S
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3292,KOUBAI01,BAALIB,BAA050D1,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA050D1
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3301,KOUBAI01,BAALIB,SGCHKTB,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,SGCHKTB
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3302,KOUBAI01,BAALIB,SGCHKTB,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,SGCHKTB
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3311,KOUBAI01,BAALIB,DAISUTB,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUTB
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3312,KOUBAI01,BAALIB,DAISUFL,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,DAISUFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3321,KOUBAI01,BAALIB,BAA060O,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060O
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3322,KOUBAI01,BAALIB,BAA060DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3691,KOUBAI01,BAALIB,BAA070DK,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3701,KOUBAI01,BAALIB,BAA070DK,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3741,KOUBAI01,BAALIB,BAA070DK,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA070DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3761,KOUBAI01,BAALIB,PRINT,OVRPRTF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,PRINT
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3762,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M003,OVRPRTF,OUTQ.SPLFNAME,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,PDFKKIKAK.JBAA20M003
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3801,KOUBAI01,BAALIB,BAA070P,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070P
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3802,KOUBAI01,BAALIB,BAA060DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3811,KOUBAI01,BAALIB,BAA070S,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070S
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3812,KOUBAI01,BAALIB,BAA060D1,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA060D1
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3821,KOUBAI01,BAALIB,BAA070O,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070O
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3822,KOUBAI01,BAALIB,BAA070DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3921,KOUBAI01,BAALIB,BAA075DK,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3931,KOUBAI01,BAALIB,BAA075DK,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3971,KOUBAI01,BAALIB,BAA075DK,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA075DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3991,KOUBAI01,BAALIB,FILEA,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,FILEA
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,3992,KOUBAI01,BAALIB,BAA070DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA070DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4001,KOUBAI01,BAALIB,OUTFL,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,OUTFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4002,KOUBAI01,BAALIB,BAA075DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4091,KOUBAI01,BAALIB,BAA075DX,CHKOBJ,OBJ,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DX
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4101,KOUBAI01,BAALIB,BAA075DX,CRTPF,FILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DX
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4141,KOUBAI01,BAALIB,BAA075DX,CLRPFM,FILE,-,-,-,-,-,D,todo,KOUBAI01,BAALIB,BAA075DX
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4161,KOUBAI01,BAALIB,FILEA,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,FILEA
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4162,KOUBAI01,BAALIB,BAA075DK,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DK
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4171,KOUBAI01,BAALIB,OUTFL,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,OUTFL
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4172,KOUBAI01,BAALIB,BAA075DX,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,BAA075DX
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4261,KOUBAI01,BAALIB,BAA075DX,CPYF,FROMFILE,-,-,-,R,-,-,todo,KOUBAI01,BAALIB,BAA075DX
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4262,UnknownPartition,UKIKLIB,WRIEKIY,CPYF,TOFILE,-,-,C,-,-,-,todo,UnknownPartition,UKIKLIB,WRIEKIY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4291,UnknownPartition,UKIKLIB,RIEKIY,CLRPFM,FILE,-,-,-,-,-,D,todo,UnknownPartition,UKIKLIB,RIEKIY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4301,KOUBAI01,BAALIB,INPUT,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,INPUT
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4302,UnknownPartition,UKIKLIB,WRIEKIY,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,UnknownPartition,UKIKLIB,WRIEKIY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4311,KOUBAI01,BAALIB,OUTPUT,OVRDBF,FROMFILE,-,-,todo,todo,todo,todo,todo,KOUBAI01,BAALIB,OUTPUT
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4312,UnknownPartition,UKIKLIB,RIEKIY,OVRDBF,TOFILE,-,-,todo,todo,todo,todo,todo,UnknownPartition,UKIKLIB,RIEKIY
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4441,UnknownPartition,WSVFLIB,JBAA20M0SV,CLRSAVF,FILE,-,-,-,-,-,D,todo,UnknownPartition,WSVFLIB,JBAA20M0SV
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4451,UnknownPartition,WSVFLIB,JBAA20M0SV,SAVOBJ,SAVF,-,-,todo,todo,todo,todo,todo,UnknownPartition,WSVFLIB,JBAA20M0SV
0,-,-,-,-,1,KOUBAI01,BAALIB,JBAA20M0,698,CL,4551,UnknownPartition,WSVFLIB,JBAA20M0S2,CLRSAVF,FILE,-,-,-,-,-,D,todo,UnknownPartition,WSVFLIB,JBAA20M0S2
